gorila_id,site,object_type,commodity_class,logogram_bennett,logogram_transliteration,logogram_sequence,before_-1_bennett,before_-1_translit,before_-1_type,before_-2_bennett,before_-2_translit,before_-2_type,after_1_bennett,after_1_translit,after_1_type,after_2_bennett,after_2_translit,after_2_type,after_3_bennett,after_3_translit,after_3_type
HTZd157+156,Haghia Triada,Graffito,UNKNOWN_COMMODITY,A 319,*904,6,AB 80,MA,syllabogram,AB 37,TI,syllabogram,,1,syllabogram,A 319,*904,logogram,,1,syllabogram
HTZd157+156,Haghia Triada,Graffito,UNKNOWN_COMMODITY,A 319,*904,8,AB 37,TI,syllabogram,A 319,*904,logogram,,1,syllabogram,,¹⁄₂,syllabogram,A 319,*904,logogram
HTZd157+156,Haghia Triada,Graffito,UNKNOWN_COMMODITY,A 319,*904,11,A 319,*904,logogram,,1,syllabogram,,2,syllabogram,,¹⁄₄,syllabogram,A 319,*904,logogram
HTZd157+156,Haghia Triada,Graffito,UNKNOWN_COMMODITY,A 319,*904,14,A 319,*904,logogram,,2,syllabogram,,3,syllabogram,,³⁄₈,syllabogram,,"
",syllabogram
HTZf166,Haghia Triada,metal object,UNKNOWN_COMMODITY,A 323,*323,0,,,,,,,,,,,,,,,
HTZf167,Haghia Triada,metal object,HIDES,A 308,*308,0,,,,,,,,,,,,,,,
IOZa2,Iouktas,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
IOZa3,Iouktas,stone vessel,PERSONNEL,A 301,*301,4,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
IOZa4,Iouktas,stone vessel,PERSONNEL,A 301,WA,1,,*301,syllabogram,,,,AB 54,,syllabogram,,𐝫,syllabogram,,,
IOZa6,Iouktas,stone vessel,PERSONNEL,A 301,*301,3,AB 59,TA,syllabogram,AB 06,NA,syllabogram,AB 10,U,syllabogram,AB 37,TI,syllabogram,AB 55,NU,syllabogram
IOZa7,Iouktas,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
IOZa7,Iouktas,stone vessel,UNKNOWN_COMMODITY,A 321,*321,9,,𐄁,syllabogram,AB 57,JA,syllabogram,,𐝫,syllabogram,,,,,,
IOZa8,Iouktas,stone vessel,PERSONNEL,A 301,WA,4,AB 08,NA,syllabogram,AB 06,TI,syllabogram,AB 54,JA,syllabogram,AB 57,,syllabogram,,𐝫,syllabogram
KH2,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",5,,"
",syllabogram,AB 69,"
",syllabogram,,*306,syllabogram,,CYP+E,syllabogram,A 306,𐝫,logogram
KH2,Khania,tablet (page-shaped),LIVESTOCK,A 306,𐝫,8,A 303,"
",logogram,,*306,syllabogram,,𐜚,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram
KH4,Khania,tablet (page-shaped),LIVESTOCK,A 306,"
",5,AB 27,RE,syllabogram,,"
",syllabogram,,CYP,syllabogram,A 303,"
",logogram,,𐝫,syllabogram
KH4,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",7,,4,syllabogram,A 306,"
",logogram,,𐝫,syllabogram,,"
",syllabogram,,𐝫,syllabogram
KH5,Khania,tablet (page-shaped),PERSONNEL,A 301,*301,23,AB 06,NA,syllabogram,AB 51,DU,syllabogram,AB 06,NA,syllabogram,,𐄁,syllabogram,AB 81,KU,syllabogram
KH5,Khania,tablet (page-shaped),LIVESTOCK,A 303,CYP,29,AB 81,KU,syllabogram,AB 03,PA,syllabogram,,3,syllabogram,,≈,syllabogram,,¹⁄₆,syllabogram
KH6,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 347,RI,17,AB 24,"
",syllabogram,,CYP,syllabogram,,TA,syllabogram,,CYP+D,syllabogram,A 303,"
",logogram
KH6,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",20,A 347,RI,logogram,,TA,syllabogram,,*21M,syllabogram,,1,syllabogram,AB 53,CYP+D,syllabogram
KH6,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 334,AU,40,,CYP+D,syllabogram,AB 27,¹⁄₂,syllabogram,,RE,syllabogram,,𐄁,syllabogram,,*306,syllabogram
KH6,Khania,tablet (page-shaped),LIVESTOCK,A 306,,54,AB 27,,syllabogram,AB 04,,syllabogram,,𐄇,syllabogram,,𐝫,syllabogram,,𐄎,syllabogram
KH6,Khania,tablet (page-shaped),LIVESTOCK,A 303,,58,,𐄇,syllabogram,,𐝫,syllabogram,,𐄈,syllabogram,,𐝆,syllabogram,,𐝁,syllabogram
KH7a,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 334,CYP+D,6,,*334,syllabogram,,4,syllabogram,,1,syllabogram,,I,syllabogram,,CYP+E,syllabogram
KH7a,Khania,tablet (page-shaped),LIVESTOCK,A 305,KO,39,,𐄁,syllabogram,,"
",syllabogram,,E,syllabogram,AB 81,18,syllabogram,,"
",syllabogram
KH8,Khania,tablet (page-shaped),LIVESTOCK,A 304,¹⁄₄,14,,*304,syllabogram,AB 120,¹⁄₄,syllabogram,,"
",syllabogram,A 303,"
",logogram,,NI,syllabogram
KH8,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",16,,"
",syllabogram,A 304,¹⁄₄,logogram,,NI,syllabogram,A 100-102,"
",logogram,,*312,syllabogram
KH8,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 312,,23,,"
",syllabogram,AB 30,QA2+[?]+PU,syllabogram,,𐄇,syllabogram,,𐚻,syllabogram,,𐄇,syllabogram
KH9,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",24,,"
",syllabogram,,"
",syllabogram,,.3,syllabogram,AB 131A,SI+TA2,syllabogram,,*304,syllabogram
KH9,Khania,tablet (page-shaped),LIVESTOCK,A 303,,29,AB 131A,SI+TA2,syllabogram,,*304,syllabogram,,𐝃,syllabogram,,𐝉,syllabogram,,𐝫,syllabogram
KH9,Khania,tablet (page-shaped),LIVESTOCK,A 304,,36,,𐝫,syllabogram,,𐝎,syllabogram,,𐄇,syllabogram,,𐝫,syllabogram,,,
KH11,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",6,,ZA,syllabogram,,CYP,syllabogram,,SU,syllabogram,AB 58,"
",syllabogram,,CYP+E,syllabogram
KH11,Khania,tablet (page-shaped),LIVESTOCK,A 306,"
",15,,≈,syllabogram,AB 131A,"
",syllabogram,,CYP,syllabogram,A 303,"
",logogram,,*348,syllabogram
KH11,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",17,,*306,syllabogram,A 306,"
",logogram,,*348,syllabogram,A 348,𐝇𐝉,logogram,A 303,"
",logogram
KH11,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 348,𐝇𐝉,19,,CYP,syllabogram,A 303,"
",logogram,A 303,"
",logogram,,A,syllabogram,,TO,syllabogram
KH11,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",20,A 303,"
",logogram,,*348,syllabogram,,A,syllabogram,,TO,syllabogram,AB 08,TO,syllabogram
KH11,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 349,CYP+E,25,,TO,syllabogram,AB 08,TO,syllabogram,AB 05,3,syllabogram,AB 28,"
",syllabogram,,NI,syllabogram
KH11,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 350,"
",36,,TA,syllabogram,AB 08,*301,syllabogram,A 301,*306,logogram,,1,syllabogram,A 306,SI,logogram
KH11,Khania,tablet (page-shaped),PERSONNEL,A 301,*306,37,AB 08,*301,syllabogram,AB 59,1,syllabogram,,1,syllabogram,A 306,SI,logogram,,CYP,syllabogram
KH11,Khania,tablet (page-shaped),LIVESTOCK,A 306,SI,39,A 350,"
",logogram,A 301,*306,logogram,,CYP,syllabogram,AB 41,,syllabogram,A 303,,logogram
KH11,Khania,tablet (page-shaped),LIVESTOCK,A 303,,42,A 306,SI,logogram,,CYP,syllabogram,,𐝇,syllabogram,,𐝉,syllabogram,,,
KH12,Khania,tablet (page-shaped),LIVESTOCK,A 303,2,1,,CYP,syllabogram,,,,,"
",syllabogram,,*308,syllabogram,A 308,"
",logogram
KH12,Khania,tablet (page-shaped),HIDES,A 308,"
",4,A 303,2,logogram,,"
",syllabogram,,MI+JA+RU,syllabogram,,"
",syllabogram,,¹⁄₃,syllabogram
KH12,Khania,tablet (page-shaped),VESSELS,A 335,*516,10,,¹⁄₃,syllabogram,,*335,syllabogram,,"
",syllabogram,,¹⁄₁₆,syllabogram,,"
",syllabogram
KH13,Khania,tablet (page-shaped),LIVESTOCK,A 304,DA,14,,¹⁄₃,syllabogram,,"
",syllabogram,,I,syllabogram,A 303,"
",logogram,,3,syllabogram
KH13,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",16,,𐝫,syllabogram,A 304,DA,logogram,,3,syllabogram,,"
",syllabogram,,𐝫,syllabogram
KH14,Khania,tablet (page-shaped),LIVESTOCK,A 303,6,7,AB 80,JA,syllabogram,AB 57,𐄁,syllabogram,,"
",syllabogram,,CYP,syllabogram,,"
",syllabogram
KH14,Khania,tablet (page-shaped),LIVESTOCK,A 303,*336,11,,"
",syllabogram,,CYP,syllabogram,,2,syllabogram,A 336,CYP,logogram,,¹⁄₁₆,syllabogram
KH14,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 336,CYP,13,,"
",syllabogram,A 303,*336,logogram,,¹⁄₁₆,syllabogram,A 303,NI,logogram,,¹⁄₄,syllabogram
KH14,Khania,tablet (page-shaped),LIVESTOCK,A 303,NI,15,,2,syllabogram,A 336,CYP,logogram,,¹⁄₄,syllabogram,,"
",syllabogram,,2,syllabogram
KH14,Khania,tablet (page-shaped),LIVESTOCK,A 303,,24,,𐝫,syllabogram,,𐄈,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH15,Khania,tablet (page-shaped),LIVESTOCK,A 303,¹⁄₂,1,,CYP,syllabogram,,,,,"
",syllabogram,,NI,syllabogram,AB 30,"
",syllabogram
KH16,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",3,,22,syllabogram,,"
",syllabogram,,U,syllabogram,,TA,syllabogram,,I,syllabogram
KH19,Khania,tablet (page-shaped),MANPOWER,A 306,VIR+*307,1,,*306,syllabogram,,,,,13,syllabogram,,"
",syllabogram,,2,syllabogram
KH21,Khania,tablet (page-shaped),LIVESTOCK,A 303,𐝍,2,,𐝫,syllabogram,,CYP,syllabogram,,"
",syllabogram,,"
",syllabogram,,NI,syllabogram
KH21,Khania,tablet (page-shaped),LIVESTOCK,A 306,,9,AB 30,"
",syllabogram,,*306,syllabogram,AB 78,,syllabogram,AB 51,,syllabogram,,𐝫,syllabogram
KH22,Khania,tablet (page-shaped),LIVESTOCK,A 303,,10,,"
",syllabogram,AB 41,CYP,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH23,Khania,tablet (page-shaped),LIVESTOCK,A 303,𐝫,4,AB 51,DU,syllabogram,,"
",syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH29,Khania,tablet (page-shaped),LIVESTOCK,A 303,𐝫,12,,CYP,syllabogram,,"
",syllabogram,,𐝆,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram
KH32,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 331,*331,1,AB 28,I,syllabogram,,,,,"
",syllabogram,,"
",syllabogram,,𐝫,syllabogram
KH35,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",4,,𐝫,syllabogram,,1,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH44,Khania,tablet (page-shaped),VESSELS,A 335,"
",3,,𐝫,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH47,Khania,tablet (page-shaped),LIVESTOCK,A 306,,12,,𐝫,syllabogram,AB 60,,syllabogram,,𐝫,syllabogram,,,,,,
KH57,Khania,tablet (page-shaped),LIVESTOCK,A 303,,9,,¹⁄₄,syllabogram,,"
",syllabogram,,𐝫,syllabogram,,𐝃,syllabogram,,𐝫,syllabogram
KH58,Khania,tablet (page-shaped),LIVESTOCK,A 303,4,3,,𐝫,syllabogram,,𐝫,syllabogram,,"
",syllabogram,,NI,syllabogram,AB 30,CYP+E,syllabogram
KH58,Khania,tablet (page-shaped),LIVESTOCK,A 303,,19,,*301,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,𐝆,syllabogram,AB 08,,syllabogram
KH58,Khania,tablet (page-shaped),PERSONNEL,A 301,,23,,𐝫,syllabogram,,𐝆,syllabogram,,𐝫,syllabogram,,,,,,
KH60,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",11,A 131C,TA₂,logogram,,CYP,syllabogram,,MI+JA+RU,syllabogram,,"
",syllabogram,,𐝫,syllabogram
KH61,Khania,tablet (page-shaped),LIVESTOCK,A 303,,14,,GRA,syllabogram,,1,syllabogram,,𐝫,syllabogram,,𐄈,syllabogram,AB 120,,syllabogram
KH75,Khania,tablet (page-shaped),LIVESTOCK,A 303,NI,5,,"
",syllabogram,,CYP,syllabogram,,¹⁄₃,syllabogram,,"
",syllabogram,,𐝫,syllabogram
KH76,Khania,tablet (page-shaped),LIVESTOCK,A 303,𐝫,6,,"
",syllabogram,,CYP,syllabogram,,𐝫,syllabogram,,𐝃,syllabogram,,𐝌,syllabogram
KH77,Khania,tablet (page-shaped),LIVESTOCK,A 303,𐝍,1,,CYP,syllabogram,,,,,"
",syllabogram,,𐝫,syllabogram,,𐝫,syllabogram
KH80,Khania,tablet (page-shaped),LIVESTOCK,A 302,"
",2,,¹⁄₅,syllabogram,,"
",syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH82,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 315,*336,7,,"
",syllabogram,,*315,syllabogram,,"
",syllabogram,,𐝫,syllabogram,,𐝫,syllabogram
KH82,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 336,,11,,"
",syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
KH84,Khania,tablet (page-shaped),LIVESTOCK,A 303,¹⁄₂,2,,𐝫,syllabogram,,CYP,syllabogram,,"
",syllabogram,,*301,syllabogram,,"
",syllabogram
KH84,Khania,tablet (page-shaped),PERSONNEL,A 301,*306,6,,"
",syllabogram,,*301,syllabogram,,"
",syllabogram,A 306,"
",logogram,,𐝫,syllabogram
KH84,Khania,tablet (page-shaped),LIVESTOCK,A 306,"
",8,,"
",syllabogram,A 301,*306,logogram,,𐝫,syllabogram,,𐜩,syllabogram,,𐝫,syllabogram
KH85,Khania,tablet (page-shaped),HIDES,A 308,"
",4,,OLE+TA,syllabogram,,¹⁄₂,syllabogram,,*401+RU,syllabogram,,"
",syllabogram,,*131C,syllabogram
KH85,Khania,tablet (page-shaped),LIVESTOCK,A 304,𐝫,12,A 131C,"
",logogram,,CYP,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,A 303,,logogram
KH85,Khania,tablet (page-shaped),LIVESTOCK,A 303,,15,A 304,𐝫,logogram,,𐝫,syllabogram,,𐝫,syllabogram,,𐝂,syllabogram,,𐝫,syllabogram
KH86,Khania,tablet (page-shaped),LIVESTOCK,A 303,"
",3,,RE,syllabogram,AB 27,ZA,syllabogram,,CYP,syllabogram,,"
",syllabogram,A 303,PI,logogram
KH86,Khania,tablet (page-shaped),LIVESTOCK,A 303,PI,6,A 303,"
",logogram,,CYP,syllabogram,,NU,syllabogram,,"
",syllabogram,,3,syllabogram
KH86,Khania,tablet (page-shaped),LIVESTOCK,A 303,,18,,𐄉,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,𐝕,syllabogram,,𐝫,syllabogram
KH87,Khania,tablet (page-shaped),LIVESTOCK,A 306,"
",4,,𐝫,syllabogram,,𐝫𐝉,syllabogram,,¹⁄₂,syllabogram,,*23M,syllabogram,,1,syllabogram
KH91,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 316,13/20,9,AB 131A,VIN,syllabogram,,"
",syllabogram,,"
",syllabogram,,ZU,syllabogram,,"
",syllabogram
KH100,Khania,tablet (page-shaped),UNKNOWN_COMMODITY,A 352,*352,0,,,,,,,A 306,*306,logogram,,"
",syllabogram,,VIN,syllabogram
KH100,Khania,tablet (page-shaped),LIVESTOCK,A 306,*306,1,A 352,*352,logogram,,,,,"
",syllabogram,,VIN,syllabogram,AB 02,"
",syllabogram
KHWa1011,Khania,Nodule,PERSONNEL,A 301,*301,0,,,,,,,,,,,,,,,
KHWa1012,Khania,Nodule,PERSONNEL,A 301,*301,0,,,,,,,,,,,,,,,
KHWa1017,Khania,Nodule,PERSONNEL,A 301,*301,0,,,,,,,,,,,,,,,
KHWa1018,Khania,Nodule,UNKNOWN_COMMODITY,A 371,*371,0,,,,,,,,,,,,,,,
KHWc2004,Khania,roundel,MANPOWER,A 100-102,VIR+[?],0,,,,,,,,𐝫,syllabogram,,,,,,
KHWc2026,Khania,roundel,UNKNOWN_COMMODITY,A 322,*322,0,,,,,,,,,,,,,,,
KHWc2027,Khania,roundel,UNKNOWN_COMMODITY,A 322,*322,0,,,,,,,,,,,,,,,
KHWc2065,Khania,roundel,UNKNOWN_COMMODITY,A 351,*351,1,,*805,syllabogram,,,,,,,,,,,,
KHWc2067,Khania,roundel,VESSELS,A 338,*338,0,,,,,,,,,,,,,,,
KHWc2068,Khania,roundel,VESSELS,A 338,*338,0,,,,,,,,,,,,,,,
KHWc2098,Khania,roundel,UNKNOWN_COMMODITY,A 322,*322,0,,,,,,,,,,,,,,,
KHWc2100,Khania,roundel,MANPOWER,A 100-102,VIR+[?],0,,,,,,,A 352,*352,logogram,AB 57,JA,syllabogram,,,
KHWc2100,Khania,roundel,UNKNOWN_COMMODITY,A 352,*352,1,A 100-102,VIR+[?],logogram,,,,AB 57,JA,syllabogram,,,,,,
KHWc2117,Khania,roundel,MANPOWER,A 100-102,VIR+[?],0,,,,,,,,"
",syllabogram,,𐛥,syllabogram,,,
KN28a,Knossos,tablet (page-shaped),GRAIN,A 310,GRA,7,,"
",syllabogram,,*310,syllabogram,,5,syllabogram,,"
",syllabogram,,𐝫,syllabogram
KNWa50,Knossos,Nodule,PERSONNEL,A 301,*301,0,,,,,,,,,,,,,,,
KNWb50,Knossos,sealing,PERSONNEL,A 301,*301,0,,,,,,,,,,,,,,,
KNZb35,Knossos,Clay vessel,LIVESTOCK,A 302,,8,AB 40,"
",syllabogram,,NI,syllabogram,,𐄙,syllabogram,AB 30,,syllabogram,,𐄈,syllabogram
KNZf13,Knossos,metal object,PERSONNEL,A 301,*301,5,AB 24,NE,syllabogram,AB 41,SI,syllabogram,AB 39,PI,syllabogram,AB 44,KE,syllabogram,AB 03,PA,syllabogram
KNZf31,Knossos,metal object,WINE,A 310,DA,6,AB 41,NE,syllabogram,AB 17,*310,syllabogram,,DU,syllabogram,AB 01,MI,syllabogram,AB 51,NE,syllabogram
KOZa1,Kophinas,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,AB 69,TU,syllabogram
KOZa1,Kophinas,stone vessel,UNKNOWN_COMMODITY,A 314,*314,11,AB 31,SA,syllabogram,,𐄁,syllabogram,AB 27,RE,syllabogram,,𐄁,syllabogram,AB 28,I,syllabogram
MOZf1,Mokhilos,metal object,VESSELS,A 333,*333,0,,,,,,,AB 31,SA,syllabogram,AB 23,MU,syllabogram,,,
PE1,Petras,tablet (page-shaped),MANPOWER,A 100-102,VIR+[?],10,AB 81,KU,syllabogram,AB 03,PA,syllabogram,,50,syllabogram,,"
",syllabogram,,26,syllabogram
PE1,Petras,tablet (page-shaped),GRAIN,A 100-102,GRA+PA,20,AB 38,VIR+[?],syllabogram,AB 77,72,syllabogram,,36,syllabogram,,𐄈,syllabogram,,𐛭,syllabogram
PE2,Petras,tablet (page-shaped),LIVESTOCK,A 305,MI,6,AB 26,RU,syllabogram,AB 39,PI,syllabogram,AB 73,1,syllabogram,,¹⁄₈,syllabogram,,"
",syllabogram
PE2,Petras,tablet (page-shaped),UNKNOWN_COMMODITY,A 325,ZA,11,,¹⁄₈,syllabogram,,"
",syllabogram,AB 17,¹⁄₄,syllabogram,,"
",syllabogram,AB 08,RI,syllabogram
PEWy5,Petras,tablet (page-shaped),OLIVE_OIL,A 302,OLE,0,,,,,,,A 307,*307,logogram,,1,syllabogram,,¹⁄₂,syllabogram
PEWy5,Petras,tablet (page-shaped),LIVESTOCK,A 307,*307,1,A 302,OLE,logogram,,,,,1,syllabogram,,¹⁄₂,syllabogram,,,
PEZb3,Petras,Clay vessel,MANPOWER,A 100-102,VIR+[?],9,AB 41,SI,syllabogram,AB 57,JA,syllabogram,AB 17,ZA,syllabogram,,,,,,
PEZg5,Petras,Stone object,OLIVE_OIL,A 302,OLE,0,,,,,,,A 307,*307,logogram,,1,syllabogram,,¹⁄₂,syllabogram
PEZg5,Petras,Stone object,LIVESTOCK,A 307,*307,1,A 302,OLE,logogram,,,,,1,syllabogram,,¹⁄₂,syllabogram,,,
PH1a,Phaistos,tablet (page-shaped),UNKNOWN_COMMODITY,A 316,𐄁,5,AB 60,DI,syllabogram,AB 07,NA,syllabogram,,𐝉,syllabogram,,"
",syllabogram,,𐄁,syllabogram
PH1a,Phaistos,tablet (page-shaped),UNKNOWN_COMMODITY,A 316,"
",11,,𐄁,syllabogram,AB 57,*316,syllabogram,,CYP,syllabogram,A 303,¹⁄₆,logogram,,"
",syllabogram
PH1a,Phaistos,tablet (page-shaped),LIVESTOCK,A 303,¹⁄₆,13,,1,syllabogram,A 316,"
",logogram,,"
",syllabogram,,𐝫,syllabogram,,,
PH8a,Phaistos,tablet (page-shaped),LIVESTOCK,A 304,—,9,A 100-102,"
",logogram,,*304,syllabogram,,"
",syllabogram,,"
",syllabogram,,1,syllabogram
PH8b,Phaistos,tablet (page-shaped),UNKNOWN_COMMODITY,A 316,1,2,,𐝫,syllabogram,,*316,syllabogram,,"
",syllabogram,,],syllabogram,,"
",syllabogram
PH9a,Phaistos,tablet (page-shaped),UNKNOWN_COMMODITY,A 317,*317,0,,,,,,,AB 78,QE,syllabogram,A 353,*353,logogram,,≈,syllabogram
PH9a,Phaistos,tablet (page-shaped),UNKNOWN_COMMODITY,A 353,*353,2,A 317,*317,logogram,AB 78,QE,syllabogram,,≈,syllabogram,,,,,,
PH10,Phaistos,Label,UNKNOWN_COMMODITY,A 355,*355,0,,,,,,,AB 38,E,syllabogram,A 354,*354,logogram,AB 180,HIDE+[?],syllabogram
PH10,Phaistos,Label,UNKNOWN_COMMODITY,A 354,*354,2,A 355,*355,logogram,AB 38,E,syllabogram,AB 180,HIDE+[?],syllabogram,,𐝈𐝈,syllabogram,,𐝈,syllabogram
PH12a,Phaistos,Lames (short thin tablet),MANPOWER,A 100-102,VIR+[?],0,,,,,,,A 339,*339,logogram,AB 180,HIDE+[?],syllabogram,,10,syllabogram
PH12a,Phaistos,Lames (short thin tablet),VESSELS,A 339,*339,1,A 100-102,VIR+[?],logogram,,,,AB 180,HIDE+[?],syllabogram,,10,syllabogram,,𐝈𐝈,syllabogram
PH13a,Phaistos,Lames (short thin tablet),UNKNOWN_COMMODITY,A 328,𐝫𐝃𐝃,2,,HIDE+[?],syllabogram,AB 180,*328,syllabogram,,𐝫,syllabogram,,𐝃,syllabogram,,𐝃,syllabogram
PH13b,Phaistos,Lames (short thin tablet),UNKNOWN_COMMODITY,A 356,,1,,*356,syllabogram,,,,,,,,,,,,
PH14a,Phaistos,Lames (short thin tablet),LIVESTOCK,A 304,NI,2,,JA,syllabogram,AB 57,*304,syllabogram,AB 30,,syllabogram,,,,,,
PH15a,Phaistos,Lames (short thin tablet),VESSELS,A 339,11,4,AB 80,TE,syllabogram,AB 04,RE,syllabogram,,𐄐,syllabogram,,𐄇,syllabogram,,𐝫,syllabogram
PH15b,Phaistos,Lames (short thin tablet),HIDES,A 357,HIDE+[?],1,,*357,syllabogram,,,,AB 180,,syllabogram,,𐝫,syllabogram,,,
PH16a,Phaistos,Lames (short thin tablet),UNKNOWN_COMMODITY,A 358,,6,,—,syllabogram,,*358,syllabogram,AB 30,,syllabogram,,𐝫,syllabogram,,,
PH17a,Phaistos,Lames (short thin tablet),UNKNOWN_COMMODITY,A 359,,1,,*359,syllabogram,,,,,𐝫,syllabogram,,,,,,
PH17b,Phaistos,Lames (short thin tablet),UNKNOWN_COMMODITY,A 360,,1,,*360,syllabogram,,,,,𐝫,syllabogram,,,,,,
PH26,Phaistos,tablet (page-shaped),UNKNOWN_COMMODITY,A 314,𐝃𐝏𐝏𐝏𐝫,1,,*314,syllabogram,,,,,𐝃,syllabogram,,𐝏,syllabogram,,𐝏,syllabogram
PH28b,Phaistos,tablet (page-shaped),LIVESTOCK,A 304,*811,6,,*304,syllabogram,,6,syllabogram,,𐄌,syllabogram,,𐝫,syllabogram,,𐄌,syllabogram
PHWc37,Phaistos,roundel,UNKNOWN_COMMODITY,A 314,*314,1,AB 77,KA,syllabogram,,,,AB 41,SI,syllabogram,A 320,*320,logogram,,,
PHWc37,Phaistos,roundel,UNKNOWN_COMMODITY,A 320,*320,3,AB 77,KA,syllabogram,A 314,*314,logogram,,,,,,,,,
PHWc38,Phaistos,roundel,UNKNOWN_COMMODITY,A 314,*314,0,,,,,,,AB 59,TA,syllabogram,AB 80,MA,syllabogram,,,
PHWc46,Phaistos,roundel,UNKNOWN_COMMODITY,A 328,*328,0,,,,,,,AB 38,E,syllabogram,,≈,syllabogram,AB 37,TI,syllabogram
PHZb<47>,Phaistos,Clay vessel,UNKNOWN_COMMODITY,A 328,*328,0,,,,,,,,,,,,,,,
PHZb48,Phaistos,Clay vessel,LIVESTOCK,A 305,*305,1,AB 16,QA,syllabogram,,,,,𐄁,syllabogram,,𐄁,syllabogram,,,
PKZa8,Palaikastro,stone vessel,LIVESTOCK,A 307,PU₂,11,AB 67,TE,syllabogram,AB 04,TE,syllabogram,AB 29,RE,syllabogram,AB 27,𐄁,syllabogram,,TU,syllabogram
PKZa11,Palaikastro,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 38,E,syllabogram,,𐄁,syllabogram
PKZa12,Palaikastro,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
POZc1,Poros Herakleiou,Inked inscription,UNKNOWN_COMMODITY,A 325,*325,7,AB 31,SA,syllabogram,AB 31,SA,syllabogram,,𐄁,syllabogram,,,,,,
PSZa2,Psykhro,stone vessel,PERSONNEL,A 301,TI,7,AB 59,NA,syllabogram,AB 06,I,syllabogram,AB 37,𐄁,syllabogram,,𐄌,syllabogram,,JA,syllabogram
PYR2,Pyrgos,Lames (short thin tablet),LIVESTOCK,A 304,¹⁄₂,1,,*304,syllabogram,,,,,𐝆,syllabogram,,,,,,
SKOZc1,Skoteino Cave,Inked inscription,PERSONNEL,A 301,*301,3,,𐄁,syllabogram,AB 06,NA,syllabogram,AB 24,NE,syllabogram,,"
",syllabogram,,KI,syllabogram
SYZa1,Syme,stone vessel,PERSONNEL,A 301,WA,4,AB 08,TA,syllabogram,AB 59,I,syllabogram,AB 54,JA,syllabogram,AB 57,𐄁,syllabogram,,I,syllabogram
